UserID,SessionID,ProductID,CartEvent,OrderID,OrderStatus,PaymentMethod,Timestamp
U0011,S0013,P0042,view,O3779,No order,Paypal,2024-01-27 16:06:00
U0040,S0154,P0020,purchase,No Order,Shipped,Paypal,2024-01-09 0:39:00
U0079,S0124,P0047,add,O3781,No order,Paypal,2024-01-23 1:35:00
U0053,S0154,P0031,view,O3782,No Order,None,2024-01-30 17:05:00
U0097,S0232,P0011,purchase,No Order,Canceled,Credit Card,2024-01-08 0:01:00
U0047,S0288,P0030,remove,No Order,Pending,Paypal,2024-01-16 8:33:00
U0035,S0196,P0022,view,No Order,No Order,None,2024-01-01 4:35:00
U0062,S0172,P0028,remove,O3786,No Order,Debit Card,2024-01-09 22:36:00
U0051,S0245,P0032,purchase,No Order,No order,Debit Card,2024-01-19 21:34:00
U0083,S0122,P0037,view,O3788,No Order,Paypal,2024-01-27 1:40:00
U0019,S0088,P0011,view,No Order,No order,None,2024-01-29 18:02:00
U0048,S0004,P0030,add,No Order,Canceled,None,2024-01-11 13:08:00
U0062,S0173,P0011,add,O3791,No order,None,2024-01-11 3:45:00
U0006,S0042,P0013,view,O3792,No order,Paypal,2024-01-10 17:15:00
U0024,S0016,P0023,add,No Order,No Order,Credit Card,2024-01-28 8:06:00
U0052,S0059,P0035,purchase,No Order,No order,Credit Card,2024-01-24 18:30:00
U0093,S0015,P0038,purchase,No Order,Shipped,None,2024-01-22 5:32:00
U0010,S0257,P0050,add,O3796,Canceled,Debit Card,2024-01-10 22:04:00
U0080,S0127,P0050,add,O3797,No Order,None,2024-01-16 4:53:00
U0022,S0142,P0012,purchase,O3798,Delivered,Debit Card,2024-01-25 3:05:00
U0064,S0092,P0005,view,O3799,No order,None,2024-01-08 17:01:00
U0048,S0277,P0030,add,O3800,Canceled,None,2024-01-10 14:54:00
U0054,S0030,P0039,add,O3801,Pending,Paypal,2024-01-26 14:48:00
U0081,S0202,P0011,remove,No Order,Canceled,None,2024-01-07 3:05:00
U0069,S0154,P0012,remove,O3803,Canceled,Debit Card,2024-01-17 6:00:00
U0067,S0200,P0025,purchase,No Order,No order,None,2024-01-24 5:04:00
U0008,S0094,P0036,purchase,O3805,No order,None,2024-01-29 22:45:00
U0009,S0014,P0037,purchase,No Order,Shipped,None,2024-01-24 6:04:00
U0071,S0066,P0043,purchase,No Order,No order,Credit Card,2024-01-21 5:33:00
U0065,S0278,P0044,add,No Order,No Order,None,2024-01-30 15:17:00
U0019,S0244,P0006,purchase,O3809,No order,None,2024-01-01 11:24:00
U0004,S0080,P0037,purchase,No Order,No order,None,2024-01-10 10:23:00
U0047,S0106,P0048,purchase,No Order,No order,None,2024-01-04 15:30:00
U0086,S0163,P0023,add,No Order,Pending,None,2024-01-23 19:01:00
U0098,S0075,P0038,remove,No Order,Canceled,None,2024-01-22 11:39:00
U0010,S0097,P0009,remove,No Order,No order,None,2024-01-10 18:03:00
U0040,S0298,P0042,view,No Order,No order,None,2024-01-13 6:29:00
U0031,S0238,P0048,purchase,O3816,Canceled,Paypal,2024-01-27 7:16:00
U0088,S0024,P0020,remove,O3817,No order,Credit Card,2024-01-10 22:30:00
U0059,S0108,P0009,view,No Order,No order,None,2024-01-03 13:53:00
U0075,S0076,P0030,remove,O3819,No order,Paypal,2024-01-17 3:42:00
U0039,S0267,P0038,add,O3820,No order,Paypal,2024-01-15 20:49:00
U0082,S0270,P0035,add,No Order,No Order,None,2024-01-16 16:02:00
U0095,S0276,P0016,remove,No Order,No Order,None,2024-01-07 3:47:00
U0082,S0152,P0049,add,O3823,No order,Paypal,2024-01-05 19:02:00
U0047,S0189,P0032,purchase,O3824,No order,Debit Card,2024-01-11 22:14:00
U0013,S0081,P0009,view,No Order,No order,Debit Card,2024-01-25 12:41:00
U0100,S0173,P0036,remove,No Order,No order,Paypal,2024-01-02 20:52:00
U0010,S0127,P0012,add,No Order,No Order,Paypal,2024-01-08 0:47:00
U0029,S0118,P0033,remove,O3828,No order,None,2024-01-03 20:32:00
U0031,S0079,P0047,purchase,O3829,Canceled,Debit Card,2024-01-27 9:56:00
U0019,S0075,P0010,view,O3830,Pending,None,2024-01-12 10:23:00
U0031,S0207,P0044,add,O3831,Pending,Debit Card,2024-01-19 16:36:00
U0042,S0108,P0029,purchase,O3832,No order,None,2024-01-26 9:56:00
U0073,S0236,P0042,add,O3833,No Order,None,2024-01-30 8:03:00
U0097,S0187,P0032,remove,No Order,Pending,Credit Card,2024-01-07 15:59:00
U0002,S0164,P0049,purchase,No Order,Pending,Credit Card,2024-01-14 10:25:00
U0008,S0127,P0012,add,No Order,No order,Debit Card,2024-01-19 21:55:00
U0095,S0204,P0026,remove,O3837,No order,None,2024-01-27 9:06:00
U0001,S0235,P0009,view,No Order,Canceled,None,2024-01-24 6:08:00
U0034,S0246,P0028,purchase,O3839,No order,None,2024-01-21 14:56:00
U0035,S0231,P0018,view,No Order,No order,None,2024-01-26 12:30:00
U0028,S0195,P0029,remove,No Order,No order,None,2024-01-14 18:55:00
U0049,S0180,P0042,add,No Order,No order,None,2024-01-19 17:45:00
U0063,S0136,P0006,remove,O3843,No order,None,2024-01-08 16:19:00
U0057,S0291,P0050,add,No Order,No order,None,2024-01-12 12:51:00
U0008,S0172,P0032,remove,O3845,Pending,Credit Card,2024-01-13 21:51:00
U0081,S0227,P0013,remove,O3846,No order,None,2024-01-21 0:16:00
U0074,S0212,P0024,view,O3847,No order,None,2024-01-01 12:50:00
U0020,S0143,P0029,purchase,No Order,No order,Paypal,2024-01-05 21:57:00
U0041,S0101,P0045,remove,No Order,No order,Paypal,2024-01-20 16:32:00
U0049,S0102,P0016,remove,No Order,No order,Paypal,2024-01-28 11:51:00
U0060,S0230,P0038,view,O3851,No order,Debit Card,2024-01-26 4:26:00
U0040,S0061,P0041,view,O3852,Canceled,Paypal,2024-01-22 16:21:00
U0050,S0257,P0005,purchase,No Order,Canceled,None,2024-01-02 3:18:00
U0002,S0129,P0013,remove,O3854,No order,Paypal,2024-01-20 8:58:00
U0067,S0212,P0023,view,O3855,No order,None,2024-01-27 19:26:00
U0004,S0035,P0023,add,No Order,Pending,Credit Card,2024-01-24 4:38:00
U0029,S0226,P0012,view,No Order,No order,None,2024-01-09 15:49:00
U0062,S0022,P0011,remove,No Order,No order,None,2024-01-01 11:36:00
U0058,S0015,P0046,view,O3859,No Order,None,2024-01-23 20:09:00
U0046,S0155,P0003,view,No Order,No Order,None,2024-01-14 13:22:00
U0014,S0259,P0023,add,O3861,No order,Paypal,2024-01-14 22:21:00
U0079,S0039,P0039,purchase,O3862,Delivered,Credit Card,2024-01-27 13:37:00
U0044,S0178,P0048,view,O3863,Canceled,Debit Card,2024-01-22 7:24:00
U0016,S0199,P0004,remove,No Order,No order,Credit Card,2024-01-15 13:55:00
U0014,S0029,P0025,add,No Order,Pending,Paypal,2024-01-07 0:33:00
U0015,S0244,P0037,remove,No Order,No order,Paypal,2024-01-06 20:38:00
U0002,S0121,P0037,add,No Order,No Order,None,2024-01-05 12:04:00
U0059,S0035,P0036,remove,O3868,Pending,None,2024-01-08 20:28:00
U0061,S0105,P0033,purchase,No Order,Pending,Paypal,2024-01-03 7:35:00
U0095,S0269,P0033,add,No Order,No Order,Credit Card,2024-01-23 2:57:00
U0071,S0204,P0002,remove,O3871,Pending,None,2024-01-21 20:01:00
U0054,S0296,P0041,add,No Order,No order,None,2024-01-08 11:14:00
U0088,S0035,P0002,remove,O3873,No order,None,2024-01-19 2:41:00
U0066,S0016,P0011,add,No Order,No order,Paypal,2024-01-12 15:20:00
U0005,S0093,P0006,purchase,O3875,Delivered,Credit Card,2024-01-26 19:20:00
U0063,S0217,P0029,purchase,No Order,No order,None,2024-01-15 17:11:00
U0070,S0101,P0050,remove,No Order,No order,None,2024-01-28 21:56:00
U0057,S0245,P0006,view,O3878,Canceled,None,2024-01-13 16:09:00
U0059,S0142,P0041,add,O3879,No Order,None,2024-01-02 4:23:00
U0047,S0252,P0025,view,O3880,No order,None,2024-01-11 5:22:00
U0086,S0135,P0011,add,No Order,Pending,None,2024-01-14 16:35:00
U0073,S0221,P0018,view,O3882,Canceled,None,2024-01-19 0:59:00
U0050,S0215,P0021,view,O3883,No order,None,2024-01-02 7:44:00
U0002,S0008,P0013,purchase,No Order,Canceled,None,2024-01-15 5:58:00
U0089,S0153,P0021,remove,O3885,No Order,None,2024-01-18 23:17:00
U0092,S0003,P0029,add,O3886,No Order,None,2024-01-07 14:23:00
U0066,S0238,P0025,view,O3887,No Order,Debit Card,2024-01-08 7:53:00
U0038,S0023,P0001,purchase,O3888,No order,None,2024-01-01 9:13:00
U0079,S0122,P0017,add,No Order,No Order,Debit Card,2024-01-10 0:54:00
U0094,S0064,P0008,purchase,O3890,Pending,Debit Card,2024-01-06 3:52:00
U0030,S0112,P0029,add,O3891,No order,None,2024-01-26 22:14:00
U0024,S0275,P0003,remove,No Order,Canceled,None,2024-01-14 10:05:00
U0064,S0221,P0013,purchase,O3893,Canceled,None,2024-01-27 8:17:00
U0084,S0037,P0045,view,No Order,No Order,None,2024-01-23 21:19:00
U0076,S0294,P0019,purchase,No Order,Pending,Debit Card,2024-01-28 9:31:00
U0068,S0027,P0040,remove,O3896,No order,Debit Card,2024-01-14 4:15:00
U0055,S0277,P0003,add,O3897,No order,Debit Card,2024-01-25 16:10:00
U0097,S0056,P0036,add,No Order,No order,None,2024-01-06 7:26:00
U0033,S0243,P0006,add,No Order,No order,None,2024-01-10 12:41:00
U0043,S0300,P0025,add,O3900,No order,None,2024-01-11 3:31:00
U0010,S0185,P0035,purchase,No Order,Shipped,None,2024-01-02 14:51:00
U0057,S0114,P0022,add,O3902,No order,None,2024-01-12 11:25:00
U0004,S0297,P0014,view,No Order,No order,None,2024-01-09 1:08:00
U0030,S0284,P0038,purchase,O3904,Delivered,None,2024-01-12 7:22:00
U0029,S0031,P0020,remove,O3905,No Order,None,2024-01-03 9:18:00
U0040,S0230,P0042,remove,No Order,Canceled,Credit Card,2024-01-25 0:35:00
U0100,S0078,P0032,view,O3907,No Order,None,2024-01-01 6:44:00
U0021,S0126,P0027,purchase,O3908,Delivered,None,2024-01-17 12:21:00
U0003,S0073,P0005,purchase,No Order,No order,Paypal,2024-01-25 8:29:00
U0026,S0059,P0039,add,O3910,No order,None,2024-01-25 8:35:00
U0005,S0150,P0049,add,No Order,No order,Credit Card,2024-01-24 4:30:00
U0037,S0115,P0048,remove,O3912,No Order,None,2024-01-07 8:31:00
U0057,S0163,P0016,view,No Order,No order,None,2024-01-06 20:15:00
U0057,S0275,P0007,view,O3914,Canceled,Credit Card,2024-01-22 16:15:00
U0027,S0018,P0011,add,O3915,Pending,None,2024-01-30 21:02:00
U0043,S0136,P0032,remove,O3916,No order,Paypal,2024-01-06 2:53:00
U0036,S0030,P0015,add,O3917,No Order,None,2024-01-17 3:33:00
U0026,S0110,P0032,remove,O3918,No Order,None,2024-01-03 6:21:00
U0029,S0050,P0044,add,No Order,No Order,None,2024-01-28 14:18:00
U0054,S0079,P0049,view,O3920,Pending,Credit Card,2024-01-29 18:40:00
U0067,S0246,P0018,remove,O3921,No order,Debit Card,2024-01-20 7:40:00
U0074,S0242,P0032,remove,O3922,No order,None,2024-01-22 20:27:00
U0024,S0297,P0015,remove,O3923,No order,Credit Card,2024-01-02 13:56:00
U0021,S0177,P0043,purchase,No Order,No order,None,2024-01-30 13:23:00
U0003,S0054,P0027,view,No Order,Pending,None,2024-01-07 22:38:00
U0100,S0263,P0004,add,No Order,No Order,Paypal,2024-01-06 22:13:00
U0066,S0143,P0043,purchase,O3927,No order,None,2024-01-15 6:47:00
U0022,S0056,P0027,remove,O3928,No order,None,2024-01-04 23:08:00
U0051,S0213,P0035,remove,O3929,No order,None,2024-01-17 18:44:00
U0082,S0031,P0045,add,No Order,No order,None,2024-01-26 6:42:00
U0057,S0207,P0042,view,No Order,Pending,Credit Card,2024-01-30 9:10:00
U0039,S0066,P0032,remove,No Order,No Order,None,2024-01-20 13:05:00
U0018,S0007,P0041,view,O3933,Pending,None,2024-01-20 1:28:00
U0005,S0070,P0024,view,O3934,No order,None,2024-01-21 5:06:00
U0084,S0190,P0002,remove,No Order,No order,Paypal,2024-01-01 3:26:00
U0008,S0174,P0001,remove,O3936,Pending,None,2024-01-12 10:17:00
U0033,S0283,P0014,view,No Order,No Order,None,2024-01-05 13:57:00
U0088,S0101,P0007,purchase,O3938,Canceled,Debit Card,2024-01-23 18:03:00
U0057,S0097,P0020,purchase,O3939,Shipped,None,2024-01-30 9:29:00
U0092,S0073,P0043,add,O3940,No order,Paypal,2024-01-09 14:53:00
U0056,S0195,P0038,purchase,O3941,Delivered,None,2024-01-19 10:28:00
U0091,S0197,P0022,remove,No Order,No Order,None,2024-01-01 9:40:00
U0094,S0016,P0037,purchase,No Order,No order,None,2024-01-27 17:31:00
U0048,S0174,P0042,add,O3944,Canceled,None,2024-01-07 2:54:00
U0039,S0266,P0002,add,No Order,No order,Debit Card,2024-01-21 19:05:00
U0063,S0131,P0019,add,O3946,No order,Credit Card,2024-01-22 1:36:00
U0091,S0146,P0012,remove,No Order,No Order,None,2024-01-07 17:19:00
U0088,S0128,P0018,remove,O3948,No Order,None,2024-01-26 11:42:00
U0022,S0233,P0033,purchase,No Order,Delivered,Debit Card,2024-01-17 10:26:00
U0084,S0269,P0017,purchase,No Order,Pending,None,2024-01-02 11:46:00
U0099,S0004,P0035,remove,No Order,No order,None,2024-01-24 8:48:00
U0018,S0007,P0015,view,No Order,No Order,None,2024-01-23 5:07:00
U0076,S0064,P0035,remove,No Order,Canceled,None,2024-01-19 2:07:00
U0075,S0125,P0004,add,No Order,No Order,None,2024-01-13 10:42:00
U0016,S0219,P0042,view,No Order,Pending,None,2024-01-07 0:10:00
U0090,S0156,P0025,view,No Order,No Order,None,2024-01-17 7:59:00
U0065,S0289,P0016,purchase,No Order,Delivered,Credit Card,2024-01-29 11:06:00
U0015,S0140,P0034,view,No Order,Canceled,Credit Card,2024-01-23 15:06:00
U0064,S0003,P0026,remove,O3959,Pending,Debit Card,2024-01-23 20:23:00
U0034,S0047,P0033,view,O3960,Pending,None,2024-01-06 6:35:00
U0008,S0216,P0007,view,O3961,No Order,None,2024-01-19 13:57:00
U0007,S0243,P0018,add,O3962,Canceled,Debit Card,2024-01-16 11:50:00
U0004,S0280,P0016,add,No Order,No order,Debit Card,2024-01-29 9:01:00
U0082,S0290,P0030,purchase,No Order,Pending,None,2024-01-09 6:10:00
U0018,S0282,P0044,view,O3965,No Order,None,2024-01-14 11:26:00
U0039,S0153,P0031,view,O3966,No order,None,2024-01-14 23:33:00
U0007,S0244,P0014,view,No Order,No order,Debit Card,2024-01-25 23:37:00
U0099,S0171,P0050,add,O3968,No order,Paypal,2024-01-23 0:37:00
U0018,S0204,P0036,view,No Order,Canceled,None,2024-01-23 0:34:00
U0004,S0218,P0030,view,O3970,No order,Debit Card,2024-01-19 5:01:00
U0067,S0136,P0031,purchase,No Order,Canceled,Debit Card,2024-01-30 10:29:00
U0068,S0028,P0011,add,No Order,No Order,Credit Card,2024-01-15 18:13:00
U0066,S0271,P0009,add,No Order,No Order,None,2024-01-28 23:07:00
U0068,S0029,P0041,remove,No Order,Canceled,None,2024-01-20 15:45:00
U0009,S0197,P0032,add,No Order,Pending,Paypal,2024-01-04 22:17:00
U0086,S0243,P0024,add,O3976,No Order,None,2024-01-12 5:07:00
U0060,S0156,P0017,view,O3977,No Order,Paypal,2024-01-05 0:38:00
U0041,S0123,P0027,view,O3978,No order,None,2024-01-05 16:28:00
U0075,S0280,P0015,add,No Order,Pending,None,2024-01-15 23:24:00
U0095,S0163,P0023,purchase,No Order,No order,None,2024-01-11 7:21:00
U0058,S0284,P0003,purchase,No Order,No order,None,2024-01-12 16:03:00
U0006,S0244,P0048,view,O3982,No order,None,2024-01-08 11:35:00
U0077,S0104,P0043,add,O3983,No Order,None,2024-01-13 18:23:00
U0022,S0139,P0008,view,No Order,Canceled,None,2024-01-23 21:17:00
U0039,S0167,P0041,purchase,No Order,Shipped,None,2024-01-18 9:26:00
U0021,S0170,P0045,remove,O3986,No order,Credit Card,2024-01-23 17:59:00
U0034,S0107,P0009,purchase,No Order,No order,None,2024-01-11 23:17:00
U0012,S0084,P0047,view,O3988,No order,None,2024-01-28 11:03:00
U0010,S0207,P0040,purchase,No Order,No order,Credit Card,2024-01-16 21:07:00
U0063,S0207,P0004,purchase,No Order,No order,Debit Card,2024-01-28 5:01:00
U0039,S0084,P0033,add,No Order,No order,None,2024-01-26 15:36:00
U0095,S0096,P0043,purchase,O3992,Delivered,None,2024-01-17 5:18:00
U0034,S0138,P0015,remove,No Order,No Order,None,2024-01-06 9:06:00
U0052,S0004,P0034,remove,No Order,No order,None,2024-01-16 6:38:00
U0066,S0283,P0015,view,O3995,No order,Credit Card,2024-01-30 19:09:00
U0078,S0256,P0014,remove,O3996,No order,None,2024-01-13 7:02:00
U0030,S0097,P0009,add,No Order,No Order,Debit Card,2024-01-27 0:11:00
U0015,S0286,P0032,purchase,O3998,Delivered,Debit Card,2024-01-30 16:56:00
U0090,S0111,P0027,view,No Order,No order,None,2024-01-29 22:14:00
U0036,S0186,P0041,view,No Order,No Order,None,2024-01-02 6:11:00
U0084,S0010,P0031,remove,O4001,Pending,Debit Card,2024-01-10 10:46:00
U0080,S0006,P0040,purchase,O4002,No order,None,2024-01-02 3:17:00
U0040,S0137,P0012,purchase,No Order,No order,None,2024-01-27 10:22:00
U0026,S0087,P0014,remove,No Order,No Order,None,2024-01-10 11:28:00
U0007,S0253,P0016,remove,O4005,No order,None,2024-01-12 23:10:00
U0080,S0164,P0038,add,O4006,No order,None,2024-01-10 6:53:00
U0024,S0010,P0008,purchase,No Order,Shipped,None,2024-01-03 10:29:00
U0050,S0217,P0016,view,O4008,Pending,Paypal,2024-01-01 19:21:00
U0022,S0187,P0044,view,No Order,No order,Debit Card,2024-01-28 20:57:00
U0027,S0154,P0016,purchase,O4010,Pending,None,2024-01-25 15:29:00
U0075,S0266,P0017,remove,No Order,Pending,None,2024-01-30 10:39:00
U0017,S0117,P0044,view,No Order,No order,None,2024-01-07 1:52:00
U0014,S0173,P0046,remove,O4013,No order,Credit Card,2024-01-05 18:40:00
U0046,S0114,P0035,remove,O4014,No Order,None,2024-01-11 5:54:00
U0098,S0066,P0042,add,No Order,No order,Paypal,2024-01-14 1:12:00
U0007,S0200,P0027,view,No Order,No Order,None,2024-01-25 8:17:00
U0084,S0016,P0023,add,No Order,Canceled,None,2024-01-16 2:31:00
U0010,S0152,P0017,add,No Order,No order,None,2024-01-10 23:12:00
U0025,S0287,P0016,purchase,O4019,No order,Debit Card,2024-01-13 13:55:00
U0083,S0034,P0045,purchase,No Order,Delivered,Credit Card,2024-01-06 17:07:00
U0020,S0082,P0004,add,O4021,No order,Credit Card,2024-01-08 22:29:00
U0062,S0241,P0030,view,No Order,Canceled,None,2024-01-21 12:03:00
U0024,S0286,P0041,remove,No Order,Pending,Paypal,2024-01-15 13:51:00
U0069,S0163,P0019,remove,No Order,Pending,Paypal,2024-01-18 1:07:00
U0078,S0225,P0033,add,O4025,No order,None,2024-01-29 3:12:00
U0080,S0027,P0033,view,No Order,No Order,None,2024-01-26 13:07:00
U0084,S0155,P0034,remove,No Order,No order,None,2024-01-01 18:58:00
U0003,S0065,P0046,view,No Order,No order,Paypal,2024-01-25 16:02:00
U0039,S0142,P0006,remove,No Order,No order,None,2024-01-02 12:43:00
U0032,S0001,P0046,purchase,O4030,No order,Debit Card,2024-01-01 2:49:00
U0037,S0186,P0040,remove,No Order,No Order,None,2024-01-24 14:00:00
U0080,S0184,P0049,purchase,No Order,No order,None,2024-01-27 17:40:00
U0055,S0157,P0043,purchase,O4033,Delivered,None,2024-01-03 22:06:00
U0018,S0273,P0034,view,No Order,No order,None,2024-01-15 20:34:00
U0050,S0164,P0043,add,No Order,Pending,Debit Card,2024-01-23 15:58:00
U0011,S0128,P0011,view,No Order,No Order,Paypal,2024-01-28 7:55:00
U0055,S0261,P0036,view,O4037,No order,None,2024-01-15 12:07:00
U0005,S0218,P0036,remove,No Order,No Order,None,2024-01-28 16:54:00
U0005,S0119,P0028,remove,No Order,Canceled,Credit Card,2024-01-25 7:44:00
U0086,S0204,P0047,remove,No Order,No Order,Debit Card,2024-01-01 20:07:00
U0094,S0286,P0017,view,No Order,No order,Paypal,2024-01-20 21:20:00
U0020,S0226,P0050,purchase,No Order,Shipped,Paypal,2024-01-27 13:16:00
U0017,S0075,P0039,view,No Order,No order,Paypal,2024-01-13 21:33:00
U0040,S0147,P0021,view,No Order,No order,Credit Card,2024-01-05 3:21:00
U0057,S0235,P0029,view,O4045,No order,None,2024-01-27 7:47:00
U0028,S0089,P0017,remove,No Order,No Order,None,2024-01-17 11:21:00
U0035,S0115,P0020,remove,O4047,Pending,None,2024-01-10 1:22:00
U0086,S0059,P0048,remove,O4048,No order,None,2024-01-10 1:16:00
U0003,S0058,P0036,remove,O4049,No order,None,2024-01-23 7:15:00
U0097,S0091,P0045,purchase,O4050,Canceled,None,2024-01-22 10:40:00
U0027,S0164,P0048,purchase,No Order,Pending,None,2024-01-26 20:43:00
U0018,S0099,P0034,view,O4052,Pending,None,2024-01-15 22:42:00
U0033,S0013,P0028,purchase,O4053,No order,None,2024-01-12 11:27:00
U0062,S0096,P0039,remove,O4054,Pending,None,2024-01-08 1:31:00
U0001,S0291,P0001,view,No Order,No Order,None,2024-01-05 21:17:00
U0083,S0245,P0019,add,O4056,No order,Paypal,2024-01-01 1:10:00
U0085,S0138,P0001,remove,No Order,No order,None,2024-01-04 9:27:00
U0041,S0145,P0034,purchase,No Order,No order,Paypal,2024-01-19 1:07:00
U0018,S0250,P0005,remove,O4059,No order,Paypal,2024-01-03 13:28:00
U0089,S0211,P0004,view,O4060,Pending,None,2024-01-10 3:13:00
U0097,S0283,P0049,remove,O4061,No order,None,2024-01-12 6:50:00
U0098,S0299,P0023,view,No Order,Pending,None,2024-01-03 7:30:00
U0031,S0070,P0019,view,No Order,No order,Paypal,2024-01-03 10:46:00
U0054,S0260,P0013,purchase,No Order,Delivered,Credit Card,2024-01-06 16:40:00
U0099,S0206,P0016,purchase,No Order,No order,None,2024-01-13 20:00:00
U0032,S0193,P0001,remove,No Order,No order,Credit Card,2024-01-04 2:16:00
U0052,S0090,P0041,remove,No Order,No order,None,2024-01-03 12:12:00
U0059,S0180,P0042,purchase,O4068,No order,None,2024-01-08 2:27:00
U0074,S0172,P0034,remove,No Order,No order,Credit Card,2024-01-09 2:27:00
U0043,S0081,P0005,remove,No Order,Canceled,None,2024-01-07 6:17:00
U0058,S0112,P0037,remove,No Order,No order,None,2024-01-28 17:03:00
U0012,S0146,P0001,remove,O4072,No Order,None,2024-01-07 6:19:00
U0020,S0137,P0009,remove,No Order,No order,None,2024-01-08 19:21:00
U0077,S0283,P0013,purchase,O4074,Delivered,Paypal,2024-01-10 2:58:00
U0070,S0298,P0027,remove,No Order,No order,None,2024-01-26 12:21:00
U0060,S0028,P0021,purchase,O4076,Pending,None,2024-01-30 13:42:00
U0090,S0232,P0045,purchase,No Order,Delivered,Paypal,2024-01-04 16:40:00
U0020,S0165,P0015,view,O4078,Canceled,None,2024-01-03 21:48:00
U0081,S0299,P0049,purchase,No Order,Delivered,None,2024-01-10 10:38:00
U0052,S0062,P0032,purchase,O4080,No order,Credit Card,2024-01-09 18:33:00
U0053,S0030,P0002,add,O4081,No order,None,2024-01-03 10:43:00
U0077,S0008,P0028,view,No Order,No Order,None,2024-01-10 0:28:00
U0016,S0102,P0001,purchase,No Order,Pending,None,2024-01-10 19:23:00
U0070,S0077,P0037,view,No Order,No order,Paypal,2024-01-01 17:51:00
U0025,S0276,P0020,remove,No Order,No Order,None,2024-01-28 5:19:00
U0010,S0201,P0002,remove,No Order,No order,Debit Card,2024-01-05 6:19:00
U0069,S0102,P0047,view,No Order,No order,Debit Card,2024-01-26 6:01:00
U0044,S0285,P0040,remove,O4088,No order,None,2024-01-29 8:24:00
U0044,S0134,P0007,view,No Order,No Order,None,2024-01-17 12:19:00
U0014,S0261,P0045,remove,No Order,Pending,None,2024-01-26 4:53:00
U0046,S0220,P0030,add,O4091,No Order,Credit Card,2024-01-26 3:33:00
U0033,S0041,P0037,remove,No Order,No order,None,2024-01-11 8:57:00
U0029,S0081,P0016,remove,O4093,No order,Debit Card,2024-01-09 19:33:00
U0056,S0279,P0029,remove,No Order,No order,Debit Card,2024-01-12 11:30:00
U0043,S0256,P0037,view,O4095,No Order,None,2024-01-23 16:52:00
U0067,S0271,P0026,remove,No Order,No order,Credit Card,2024-01-29 5:19:00
U0042,S0123,P0005,purchase,No Order,No order,None,2024-01-20 23:39:00
U0087,S0040,P0031,view,No Order,No Order,None,2024-01-11 14:43:00
U0038,S0034,P0022,purchase,O4099,No order,Credit Card,2024-01-05 12:47:00
U0079,S0284,P0018,add,No Order,No order,Debit Card,2024-01-13 18:03:00
U0063,S0175,P0005,purchase,O4101,Shipped,None,2024-01-23 0:56:00
U0084,S0040,P0015,purchase,O4102,No order,Debit Card,2024-01-14 10:25:00
U0037,S0156,P0003,purchase,O4103,Delivered,None,2024-01-09 4:05:00
U0047,S0112,P0027,add,No Order,No Order,None,2024-01-04 12:38:00
U0089,S0103,P0032,purchase,No Order,Pending,None,2024-01-19 4:58:00
U0039,S0263,P0003,view,No Order,No order,Debit Card,2024-01-26 21:21:00
U0007,S0240,P0023,remove,O4107,No order,None,2024-01-24 20:58:00
U0083,S0114,P0012,view,No Order,No order,Credit Card,2024-01-13 22:39:00
U0076,S0047,P0025,purchase,No Order,No order,None,2024-01-18 0:59:00
U0020,S0093,P0035,view,O4110,No order,Paypal,2024-01-09 1:33:00
U0048,S0247,P0014,purchase,No Order,No order,None,2024-01-22 12:44:00
U0005,S0169,P0026,view,No Order,Pending,None,2024-01-23 3:06:00
U0099,S0058,P0008,remove,No Order,No order,Credit Card,2024-01-16 18:54:00
U0074,S0229,P0037,remove,O4114,No order,None,2024-01-29 23:26:00
U0057,S0238,P0049,remove,No Order,Canceled,Paypal,2024-01-13 18:56:00
U0001,S0179,P0017,remove,O4116,No order,Debit Card,2024-01-01 12:01:00
U0078,S0127,P0018,view,No Order,No order,Credit Card,2024-01-05 21:26:00
U0056,S0064,P0030,purchase,O4118,No order,None,2024-01-20 0:17:00
U0082,S0189,P0038,remove,O4119,Canceled,Credit Card,2024-01-25 8:06:00
U0018,S0027,P0022,purchase,No Order,Canceled,None,2024-01-01 18:05:00
U0035,S0097,P0023,view,O4121,No Order,None,2024-01-14 14:58:00
U0084,S0241,P0046,view,No Order,Pending,None,2024-01-25 22:25:00
U0025,S0059,P0006,add,No Order,No order,Paypal,2024-01-29 16:35:00
U0076,S0226,P0008,purchase,O4124,Delivered,Credit Card,2024-01-01 9:17:00
U0042,S0076,P0022,view,O4125,No order,None,2024-01-30 16:38:00
U0020,S0007,P0048,add,No Order,Pending,Paypal,2024-01-20 11:55:00
U0042,S0019,P0008,add,No Order,Canceled,Credit Card,2024-01-16 10:04:00
U0068,S0180,P0049,purchase,No Order,No order,None,2024-01-22 3:04:00
U0069,S0152,P0002,purchase,O4129,No order,Credit Card,2024-01-13 4:24:00
U0032,S0194,P0016,view,O4130,No Order,Credit Card,2024-01-03 20:33:00
U0050,S0271,P0048,purchase,O4131,Delivered,Credit Card,2024-01-17 2:37:00
U0043,S0174,P0014,purchase,O4132,Shipped,Credit Card,2024-01-25 16:03:00
U0059,S0136,P0016,view,No Order,No order,None,2024-01-20 18:39:00
U0017,S0211,P0016,purchase,O4134,Delivered,None,2024-01-21 23:23:00
U0020,S0131,P0011,purchase,O4135,No order,Paypal,2024-01-20 21:22:00
U0082,S0028,P0024,remove,O4136,No order,None,2024-01-08 2:32:00
